K;covariance;silhouette;Cal-Harabasz;BIC;DBCV;perplexity;wordEmbedding;docEmbedding;docEmbedding2
5;spherical;0.3521574035594261;7904.738687348121;178451.67854535548;-0.8632505891078934;100;glove;WMD;Distance
5;tied;0.354613507585962;7827.533112642624;178469.1177284882;-0.8718810671187457;100;glove;WMD;Distance
4;diag;0.37373243655657995;8053.833978140856;178471.59353005016;-0.878804220318367;100;glove;WMD;Distance
3;full;0.3845743455633347;7423.5431236551285;178534.03318792293;-0.8421875268756693;100;glove;WMD;Distance
4;spherical;0.3743054376234328;8172.867697037748;178735.38630924307;-0.8614179624102007;100;glove;WMD;Distance
4;tied;0.37365278622338577;8205.386261096555;178750.6369107523;-0.9080060997669882;100;glove;WMD;Distance
3;diag;0.37650346210396746;7100.49380191475;179054.6343387106;-0.8897519637803861;100;glove;WMD;Distance
2;full;0.3566423670692542;5879.2427632314575;179322.09531401732;-0.9212334942698559;100;glove;WMD;Distance
3;tied;0.30669804730320605;5639.336462464271;179328.09394733148;-0.8745512605075741;100;glove;WMD;Distance
2;tied;0.35685586711538275;5899.276526687724;179346.3179117021;-0.8715817859288705;100;glove;WMD;Distance
3;spherical;0.38028409489797577;7282.800231461033;179592.8434324157;-0.9218656229368685;100;glove;WMD;Distance
2;diag;0.35376963627529145;5921.796188397638;179730.84047297263;-0.8797093725088585;100;glove;WMD;Distance
2;spherical;0.35652057102073254;5967.968680088236;180115.17318226802;-0.9454952427189576;100;glove;WMD;Distance
13;diag;0.32159574663001544;7517.872644166529;173179.18678900888;-0.8056269292378467;125;glove;WMD;Distance
13;full;0.3242872191629737;7447.5654143717875;173225.2385699117;-0.7816395748948364;125;glove;WMD;Distance
12;diag;0.32390552880986945;7430.591869093934;173234.92552803198;-0.7526042062713175;125;glove;WMD;Distance
13;spherical;0.3428111002664205;8108.585760165273;173258.47383885647;-0.8179636155566546;125;glove;WMD;Distance
12;spherical;0.32746728582132806;7692.732447175947;173280.61930671424;-0.7808808567927465;125;glove;WMD;Distance
12;full;0.32620637264788693;7422.975668867137;173284.29475169792;-0.7827432323409299;125;glove;WMD;Distance
14;full;0.3565643159791756;8346.867301905839;173315.93149317606;-0.7844201785686334;125;glove;WMD;Distance
10;full;0.34030244956924055;7905.85940734603;173357.81652546918;-0.7689692126478415;125;glove;WMD;Distance
11;full;0.3382617060464814;7969.187619359358;173365.62026697883;-0.7722917842561137;125;glove;WMD;Distance
14;diag;0.3534001105071215;8418.083969985864;173405.6824980599;-0.7854728096133583;125;glove;WMD;Distance
9;full;0.3278920855360951;7667.00145278729;173451.82540179932;-0.8032225127202554;125;glove;WMD;Distance
10;diag;0.32016464265230227;7547.7390486311915;173456.75616109648;-0.7902583358841315;125;glove;WMD;Distance
14;tied;0.35218281259271284;8643.079683264696;173494.54452701926;-0.7852124078614227;125;glove;WMD;Distance
14;spherical;0.35205015864778033;8628.3650947704;173506.94234163465;-0.8047372753813898;125;glove;WMD;Distance
11;diag;0.3460120786916826;8306.996713316092;173524.20065810214;-0.7993414974889551;125;glove;WMD;Distance
13;tied;0.3577077748671408;8736.561828476055;173533.10521903576;-0.7681861704940163;125;glove;WMD;Distance
12;tied;0.3573894850517167;8697.838115531595;173550.12349279;-0.7723970335251762;125;glove;WMD;Distance
8;full;0.3304435511199722;7369.128602369913;173569.11754321505;-0.8434127759675443;125;glove;WMD;Distance
10;spherical;0.3319916937417366;7938.735953520133;173571.12334429089;-0.8079562947906038;125;glove;WMD;Distance
11;spherical;0.3471109205255351;8454.704609328874;173581.11797990825;-0.8234155394651015;125;glove;WMD;Distance
11;tied;0.34756707864909187;8487.755632014549;173585.60432393238;-0.8345488493311812;125;glove;WMD;Distance
10;tied;0.35152417729117696;8433.971012967098;173676.7279751339;-0.8542442522617447;125;glove;WMD;Distance
7;full;0.37017064248090564;8228.249368825576;173709.15977088263;-0.8203162194295605;125;glove;WMD;Distance
9;diag;0.3241814203802994;7725.795225091592;173716.4879922709;-0.8203863757636124;125;glove;WMD;Distance
